0,,0,,0,-28488.3,-27199.7,,-256176,
100,6.9564,693.8,39.6169,3267.9,-27794.5,-26867.4,62.8006,-256579.9,555.2357
200,6.9574,1389.4,44.439,7498.4,-27098.8,-26597.4,33.5628,-256944.2,214.715
298.15,6.9652,2072.6,47.2178,12005.4,-26415.7,-26415.7,24.0264,-257273.2,182.237
300,6.9656,2085.4,47.2609,12092.8,-26402.8,-26413,23.907,-257279.2,181.0741
400,7.0129,2783.9,49.2699,16924.1,-25704.4,-26316.7,19.106,-257596.5,134.1931
500,7.1211,3490.1,50.8453,21932.6,-24998.2,-26295,16.232,-257898.2,106.0302
600,7.276,4209.7,52.1568,27084.4,-24278.6,-26330.2,14.3156,-258182.1,87.2334
700,7.4507,4945.9,53.2914,32358.1,-23542.3,-26407,12.9438,-258446.7,73.7927
800,7.6246,5699.8,54.2978,37738.5,-22788.5,-26512,11.9114,-258692.1,63.7022
900,7.786,6470.4,55.2053,43214.3,-22017.8,-26635.2,11.105,-258919.4,55.8469
1000,7.9305,7256.4,56.0333,48776.9,-21231.8,-26769.8,10.4566,-259130.6,49.5573
1100,8.0571,8055.9,56.7952,54418.8,-20432.3,-26912.1,9.9234,-259327.7,44.4071
1200,8.1671,8867.3,57.5011,60134.1,-19621,-27060.8,9.4767,-259512.5,40.1122
1300,8.2623,9688.9,58.1587,65917.4,-18799.4,-27215.3,9.0966,-259686.7,36.4755
1400,8.3447,10519.3,58.7741,71764.4,-17968.9,-27375.1,8.7688,-259851.9,33.3563
1500,8.4161,11357.4,59.3523,77671,-17130.8,-27539.9,8.4831,-260009.5,30.6513
1600,8.4783,12202.2,59.8975,83633.7,-16286,-27709,8.2316,-260160.5,28.283
1700,8.5327,13052.8,60.4131,89649.5,-15435.4,-27882.3,8.0083,-260306,26.1922
1800,8.5805,13908.5,60.9022,95715.5,-14579.7,-28059.7,7.8085,-260446.8,24.3326
1900,8.6227,14768.7,61.3673,101829.2,-13719.5,-28241.2,7.6287,-260583.8,22.6679
2000,8.6603,15632.9,61.8106,107988.2,-12855.3,-28426.9,7.4657,-260717.7,21.1689
2100,8.6938,16500.7,62.2339,114190.6,-11987.6,-28616.9,7.3173,-260849.1,19.812
2200,8.7238,17371.6,62.6391,120434.4,-11116.7,-28810.6,7.1815,-260978.5,18.5778
2300,8.7509,18245.3,63.0275,126717.9,-10242.9,-29008.1,7.0567,-261106.5,17.4504
2400,8.7755,19121.7,63.4004,133039.4,-9366.6,-29209.3,6.9414,-261233.6,16.4164
2500,8.7979,20000.4,63.7591,139397.5,-8487.9,-29414.1,6.8347,-261360.3,15.4647
2600,8.8184,20881.2,64.1046,145790.8,-7607.1,-29622.1,6.7354,-261486.2,14.5857
2700,8.8372,21764,64.4378,152218,-6724.3,-29833.5,6.6429,-261612.5,13.7715
2800,8.8546,22648.6,64.7595,158677.9,-5839.7,-30048.1,6.5563,-261739.2,13.0151
2900,8.8706,23534.8,65.0705,165169.5,-4953.4,-30265.8,6.4752,-261866.5,12.3105
3000,8.8856,24422.7,65.3715,171691.7,-4065.6,-30486.7,6.3989,-261994.6,11.6525
3100,8.8996,25311.9,65.663,178243.5,-3176.3,-30710.5,6.327,-262123.8,11.0367
3200,8.9127,26202.6,65.9458,184824,-2285.7,-30937.4,6.2591,-262254.2,10.4591
3300,8.925,27094.4,66.2203,191432.4,-1393.8,-31167.1,6.1948,-262385.9,9.9162
3400,8.9366,27987.5,66.4869,198067.8,-500.7,-31399.4,6.1339,-262519.1,9.405
3500,8.9475,28881.7,66.7461,204729.5,393.5,-31634.2,6.076,-262653.8,8.9228
3600,8.9579,29777,66.9983,211416.8,1288.8,-31871.5,6.0209,-262790.1,8.4671
3700,8.9678,30673.3,67.2439,218128.9,2185.1,-32111.2,5.9685,-262928.1,8.0359
3800,8.9773,31570.6,67.4831,224865.3,3082.3,-32353.4,5.9184,-263067.8,7.6271
3900,8.9863,32468.7,67.7164,231625.4,3980.5,-32597.8,5.8705,-263209.3,7.2391
4000,8.995,33367.8,67.9441,238408.4,4879.6,-32844.4,5.8246,-263352.5,6.8702
4100,9.0033,34267.7,68.1663,245214,5779.5,,,-263497.6,6.5192
4200,9.0113,35168.5,68.3833,252041.5,6680.2,,,-263644.4,6.1847
4300,9.019,36070,68.5955,258890.5,7581.7,,,-263793.1,5.8656
4400,9.0265,36972.3,68.8029,265760.5,8484,,,-263943.5,5.5608
4500,9.0337,37875.3,69.0058,272650.9,9387,,,-264095.6,5.2694
4600,9.0407,38779,69.2045,279561.5,10290.7,,,-264249.4,4.9905
4700,9.0475,39683.4,69.399,286491.7,11195.2,,,-264405,4.7233
4800,9.0542,40588.5,69.5895,293441.1,12100.2,,,-264562.2,4.4671
4900,9.0606,41494.2,69.7763,300409.5,13006,,,-264721,4.2212
5000,9.0669,42400.6,69.9594,307396.3,13912.4,,,-264881.4,3.985
5100,9.0731,43307.6,70.139,314401.2,14819.4,,,-265043.3,3.7579
5200,9.0791,44215.2,70.3152,321424,15727,,,-265206.7,3.5395
5300,9.085,45123.4,70.4882,328464.2,16635.2,,,-265371.5,3.3291
5400,9.0908,46032.2,70.6581,335521.5,17544,,,-265537.7,3.1264
5500,9.0964,46941.6,70.825,342595.7,18453.3,,,-265705.3,2.9309
5600,9.102,47851.5,70.9889,349686.4,19363.2,,,-265874.2,2.7424
5700,9.1075,48762,71.1501,356793.4,20273.7,,,-266044.2,2.5603
5800,9.1129,49673,71.3085,363916.3,21184.7,,,-266215.5,2.3843
5900,9.1182,50584.5,71.4643,371055,22096.3,,,-266388,2.2143
6000,9.1234,51496.6,71.6176,378209.1,23008.4,,,-266561.5,2.0498
